,Brewery,City,State,Beer,ABV,IBU,Style,Ounces
863,Sun King Brewing Company,Indianapolis, IN,Grapefruit Jungle (GFJ),0.075,77,American IPA,16
864,Sun King Brewing Company,Indianapolis, IN,PV Muckle (2013),0.083,23,Scotch Ale / Wee Heavy,16
865,Sun King Brewing Company,Indianapolis, IN,Wee Muckle (2011),0.09,30,Scotch Ale / Wee Heavy,16
866,Sun King Brewing Company,Indianapolis, IN,Fistful Of Hops Red,0.064,75,American IPA,16
867,Sun King Brewing Company,Indianapolis, IN,Port Barrel Wee Mac ,0.053,23,Scotch Ale / Wee Heavy,16
868,Sun King Brewing Company,Indianapolis, IN,Stupid Sexy Flanders,0.063,23,Flanders Oud Bruin,16
869,Sun King Brewing Company,Indianapolis, IN,Osiris Pale Ale (2010),0.056,50,American Pale Ale (APA),16
870,Sun King Brewing Company,Indianapolis, IN,Sunlight Cream Ale,0.053,20,Cream Ale,16
871,Sun King Brewing Company,Indianapolis, IN,Tip Off,0.052,29,Altbier,16
872,Sun King Brewing Company,Indianapolis, IN,Fistful of Hops Orange,0.063,75,American IPA,16
873,Sun King Brewing Company,Indianapolis, IN,Java Mac,0.054,NA,Scottish Ale,16
874,Sun King Brewing Company,Indianapolis, IN,Bourbon Barrel Aged Timmie,0.099,75,Russian Imperial Stout,16
875,Sun King Brewing Company,Indianapolis, IN,Royal Brat,0.065,55,Extra Special / Strong Bitter (ESB),16
876,Sun King Brewing Company,Indianapolis, IN,Hop Up Offa That Brett (2014),0.058,20,Belgian Pale Ale,16
877,Sun King Brewing Company,Indianapolis, IN,Indians Victory Lager (2012),0.052,24,Dortmunder / Export Lager,16
878,Sun King Brewing Company,Indianapolis, IN,Isis,0.091,91,American Double / Imperial IPA,16
879,Sun King Brewing Company,Indianapolis, IN,Bourbon Barrel Cowbell,NA,NA,American Porter,16
880,Sun King Brewing Company,Indianapolis, IN,Osiris Pale Ale,0.056,50,American Pale Ale (APA),16
881,Sun King Brewing Company,Indianapolis, IN,Sun King Oktoberfest (2011),0.055,23,Märzen / Oktoberfest,16
882,Sun King Brewing Company,Indianapolis, IN,30 Min Coma,NA,NA,Belgian IPA,16
883,Sun King Brewing Company,Indianapolis, IN,Johan the Barleywine,0.099,60,English Barleywine,16
884,Sun King Brewing Company,Indianapolis, IN,Fistful of Hops Green,0.064,75,American IPA,16
885,Sun King Brewing Company,Indianapolis, IN,Wee Mac Scottish-Style Ale,0.054,23,Scottish Ale,16
886,Sun King Brewing Company,Indianapolis, IN,Popcorn Pilsner,0.054,NA,German Pilsener,16
887,Sun King Brewing Company,Indianapolis, IN,Wee Muckle,0.09,30,Scotch Ale / Wee Heavy,16
888,Sun King Brewing Company,Indianapolis, IN,Sun King Oktoberfest,0.055,23,Märzen / Oktoberfest,16
889,Sun King Brewing Company,Indianapolis, IN,Indianapolis Indians Lager,0.052,24,Dortmunder / Export Lager,16
890,Sun King Brewing Company,Indianapolis, IN,Fistful Of Hops Blue,0.064,75,American IPA,16
891,Sun King Brewing Company,Indianapolis, IN,The Velvet Fog,0.09,24,Quadrupel (Quad),16
892,Sun King Brewing Company,Indianapolis, IN,Chaka,0.08,NA,Belgian Strong Pale Ale,16
893,Sun King Brewing Company,Indianapolis, IN,Grapefruit Jungle (GFJ) (2011),0.075,77,American IPA,16
894,Sun King Brewing Company,Indianapolis, IN,The Deuce,0.07,NA,American Brown Ale,16
895,Sun King Brewing Company,Indianapolis, IN,Bourbon Barrel Wee Mac,0.054,23,Scottish Ale,16
896,Sun King Brewing Company,Indianapolis, IN,Bourbon Barrel Johan,0.099,60,English Barleywine,16
897,Sun King Brewing Company,Indianapolis, IN,Ring of Dingle,0.071,27,Irish Dry Stout,16
898,Evil Czech Brewery,Mishawaka, IN,White Reaper,0.07,61,Belgian IPA,16
899,Evil Czech Brewery,Mishawaka, IN,General George Patton Pilsner,0.054,48,Czech Pilsener,16
900,Evil Czech Brewery,Mishawaka, IN,Voodoo,0.048,NA,American Porter,16
901,Evil Czech Brewery,Mishawaka, IN,Lucky Dog,0.052,NA,American Pale Ale (APA),16
902,Evil Czech Brewery,Mishawaka, IN,Blonde Czich,0.049,23,American Blonde Ale,16
903,Evil Czech Brewery,Mishawaka, IN,Bobblehead,0.051,NA,American Pale Wheat Ale,16
904,450 North Brewing Company,Columbus, IN,Copperhead Amber,0.052,18,Belgian Dark Ale,16
905,450 North Brewing Company,Columbus, IN,Ironman,0.09,50,English Strong Ale,16
906,450 North Brewing Company,Columbus, IN,Scarecrow,0.069,65,American IPA,16
907,450 North Brewing Company,Columbus, IN,Honey Kolsch,0.046,15,Kölsch,16
908,450 North Brewing Company,Columbus, IN,Galaxyfest,0.065,NA,American IPA,16
909,450 North Brewing Company,Columbus, IN,Barn Yeti,0.09,NA,Belgian Strong Dark Ale,16
910,450 North Brewing Company,Columbus, IN,Citrafest,0.05,45,American IPA,16
911,Taxman Brewing Company,Bargersville, IN,Deduction,0.08,22,Dubbel,12
912,Great Crescent Brewery,Aurora, IN,Aurora Lager (2011),0.057,27,Dortmunder / Export Lager,16
913,Great Crescent Brewery,Aurora, IN,Great Crescent Mild Ale,0.042,26,English Dark Mild Ale,16
914,Great Crescent Brewery,Aurora, IN,Great Crescent Brown Ale,0.045,36,American Brown Ale,16
915,Great Crescent Brewery,Aurora, IN,Great Crescent Oktoberfest Lager,0.057,25,Märzen / Oktoberfest,16
916,Great Crescent Brewery,Aurora, IN,Great Crescent IPA,0.062,60,American IPA,16
917,Great Crescent Brewery,Aurora, IN,Great Crescent IPA (2011),0.062,60,American IPA,16
918,Great Crescent Brewery,Aurora, IN,Cherry Ale,0.057,18,Fruit / Vegetable Beer,16
919,Great Crescent Brewery,Aurora, IN,Great Crescent Blonde Ale,0.053,22,American Blonde Ale,16
920,Great Crescent Brewery,Aurora, IN,Great Crescent Stout,0.08,66,English Stout,16
921,Great Crescent Brewery,Aurora, IN,Cherry Ale (1),0.057,18,Fruit / Vegetable Beer,16
922,Great Crescent Brewery,Aurora, IN,Great Crescent Coconut Porter,0.056,33,American Porter,16
923,Great Crescent Brewery,Aurora, IN,Great Crescent Belgian Style Wit,0.051,13,Witbier,16
924,Great Crescent Brewery,Aurora, IN,Frosted Fields Winter Wheat,0.06,25,American Dark Wheat Ale,16
925,Great Crescent Brewery,Aurora, IN,Great Crescent Blonde Ale (2011),0.053,22,American Blonde Ale,16
926,Great Crescent Brewery,Aurora, IN,Beer Agent Re-Ignition,0.053,22,American Blonde Ale,16
927,Great Crescent Brewery,Aurora, IN,Bourbon Barrel Aged Coconut Porter,0.056,33,American Porter,16
928,Great Crescent Brewery,Aurora, IN,Bourbon's Barrel Stout,0.075,65,American Stout,16
929,Great Crescent Brewery,Aurora, IN,Great Crescent Coconut Porter (2012),0.056,33,American Porter,16
930,Great Crescent Brewery,Aurora, IN,Aurora Lager,0.057,27,Dortmunder / Export Lager,16
931,Great Crescent Brewery,Aurora, IN,Great Crescent Dark Lager,0.057,23,Euro Dark Lager,16
932,18th Street Brewery,Gary, IN,Rise of the Phoenix,0.071,NA,American IPA,12
933,18th Street Brewery,Gary, IN,Bitter Bitch,0.061,60,American Pale Ale (APA),12
934,18th Street Brewery,Gary, IN,Troll Destroyer,0.085,NA,Belgian IPA,12
935,18th Street Brewery,Gary, IN,Regional Ring Of Fire,0.073,NA,Saison / Farmhouse Ale,12
936,18th Street Brewery,Gary, IN,Foreman,0.065,NA,American Porter,12
937,18th Street Brewery,Gary, IN,Garce Selé,0.069,NA,Saison / Farmhouse Ale,12
938,18th Street Brewery,Gary, IN,Jade,0.055,NA,American Pale Ale (APA),12
939,18th Street Brewery,Gary, IN,Devil's Cup,0.066,NA,American Pale Ale (APA),12
940,18th Street Brewery,Gary, IN,Black Exodus,0.077,NA,Oatmeal Stout,12
941,18th Street Brewery,Gary, IN,Sinister,0.09,NA,American Double / Imperial IPA,12
942,18th Street Brewery,Gary, IN,Sophomoric Saison,0.072,NA,Saison / Farmhouse Ale,12
943,18th Street Brewery,Gary, IN,Lake Street Express,0.045,NA,American Pale Ale (APA),12
944,18th Street Brewery,Gary, IN,Cone Crusher,0.086,NA,American Double / Imperial IPA,12
945,18th Street Brewery,Gary, IN,Sex and Candy,0.075,NA,American IPA,12
946,Upland Brewing Company,Bloomington, IN,Dragonfly IPA,0.06,NA,American IPA,16
947,Upland Brewing Company,Bloomington, IN,Campside Session IPA,0.045,50,American IPA,16
948,Upland Brewing Company,Bloomington, IN,Upland Wheat Ale,0.045,15,Witbier,16
949,People's Brewing Company,Lafayette, IN,Farmer's Daughter Wheat,0.042,NA,American Pale Wheat Ale,12
950,People's Brewing Company,Lafayette, IN,People's Pilsner,0.045,NA,German Pilsener,12
951,People's Brewing Company,Lafayette, IN,Amazon Princess IPA,0.062,62,American IPA,12
952,People's Brewing Company,Lafayette, IN,Mound Builder IPA,0.065,77,American IPA,12
953,Chapman's Brewing,Angola, IN,Pail Ale,0.055,30,American Pale Ale (APA),16
954,Chapman's Brewing,Angola, IN,Ale Cider,0.065,8,Fruit / Vegetable Beer,16
955,Chapman's Brewing,Angola, IN,Englishman,0.045,NA,English Brown Ale,16
956,Chapman's Brewing,Angola, IN,Enlighten,0.045,NA,Kölsch,16
957,Cutters Brewing Company,Avon, IN,Half Court IPA,0.063,NA,American IPA,16
958,Cutters Brewing Company,Avon, IN,Monon Wheat,0.054,NA,Witbier,16
959,Cutters Brewing Company,Avon, IN,Floyd's Folly,0.08,NA,Scottish Ale,16
960,Cutters Brewing Company,Avon, IN,Lost River Blonde Ale,0.049,NA,American Blonde Ale,16
961,Four Horsemen Brewing Company,South Bend, IN,Leprechaun Lager,0.04,NA,American Pale Lager,12
962,Daredevil Brewing Company,Shelbyville, IN,Lift Off IPA,0.072,NA,American IPA,16
963,Warbird Brewing Company,Fort Wayne, IN,T-6 Red Ale (2004),0.047,NA,American Amber / Red Ale,12
964,Tallgrass Brewing Company,Manhattan, KS,Tallgrass Pub Ale,0.044,12,American Brown Ale,16
965,Tallgrass Brewing Company,Manhattan, KS,Vanilla Bean Buffalo Sweat,0.05,20,Oatmeal Stout,16
966,Tallgrass Brewing Company,Manhattan, KS,Tallgrass Ale,0.044,22,American Brown Ale,16
967,Tallgrass Brewing Company,Manhattan, KS,Buffalo Sweat (2010),0.05,20,Milk / Sweet Stout,16
968,Tallgrass Brewing Company,Manhattan, KS,8-Bit Pale Ale,0.052,NA,American Pale Ale (APA),16
969,Tallgrass Brewing Company,Manhattan, KS,Ethos IPA,0.068,110,American IPA,16
970,Tallgrass Brewing Company,Manhattan, KS,Tallgrass IPA,0.063,60,American IPA,16
971,Tallgrass Brewing Company,Manhattan, KS,Zombie Monkie,0.062,35,American Porter,16
972,Tallgrass Brewing Company,Manhattan, KS,Halcyon Unfiltered Wheat,0.05,20,American Pale Wheat Ale,12
973,Tallgrass Brewing Company,Manhattan, KS,Köld Lager (2010),0.05,16,German Pilsener,16
974,Tallgrass Brewing Company,Manhattan, KS,Buffalo Sweat,0.05,20,Milk / Sweet Stout,16
975,Tallgrass Brewing Company,Manhattan, KS,Wild Plum Farmhouse Ale,0.056,20,Saison / Farmhouse Ale,16
976,Tallgrass Brewing Company,Manhattan, KS,Halcyon Unfiltered Wheat,0.05,20,American Pale Wheat Ale,16
977,Tallgrass Brewing Company,Manhattan, KS,Wooden Rooster,0.085,34,Tripel,16.9
978,Tallgrass Brewing Company,Manhattan, KS,Velvet Rooster,0.085,NA,Tripel,16
979,Tallgrass Brewing Company,Manhattan, KS,Ginger Peach Saison,0.048,20,Saison / Farmhouse Ale,16
980,Tallgrass Brewing Company,Manhattan, KS,Oasis,0.072,93,Extra Special / Strong Bitter (ESB),16
981,Tallgrass Brewing Company,Manhattan, KS,Oasis (2010),0.072,93,American Double / Imperial IPA,16
982,Defiance Brewing Company,Hays, KS,Thrasher Session India Pale Ale,0.045,44,American IPA,12
983,Defiance Brewing Company,Hays, KS,Gutch English Style Mild Ale,0.05,16,English Pale Mild Ale,12
984,High Noon Saloon And Brewery,Leavenworth, KS,Oregon Trail Unfiltered Raspberry Wheat,0.045,NA,Fruit / Vegetable Beer,12
985,High Noon Saloon And Brewery,Leavenworth, KS,Tonganoxie Honey Wheat,0.044,22,American Pale Wheat Ale,12
986,High Noon Saloon And Brewery,Leavenworth, KS,Annie's Amber Ale,0.055,NA,American Amber / Red Ale,12
987,Against the Grain Brewery,Louisville, KY,A Beer,0.042,42,American Pale Ale (APA),16
988,Against the Grain Brewery,Louisville, KY,Citra Ass Down,0.08,68,American Double / Imperial IPA,16
989,Against the Grain Brewery,Louisville, KY,London Balling,0.125,80,English Barleywine,16
990,Against the Grain Brewery,Louisville, KY,35 K,0.077,25,Milk / Sweet Stout,16
991,Against the Grain Brewery,Louisville, KY,Bloody Show,0.055,17,American Pilsner,16
992,Against the Grain Brewery,Louisville, KY,Rules are Rules,0.05,25,German Pilsener,16
993,Against the Grain Brewery,Louisville, KY,Flesh Gourd'n,0.066,21,Pumpkin Ale,16
994,Against the Grain Brewery,Louisville, KY,Sho'nuff,0.04,13,Belgian Pale Ale,16
995,Against the Grain Brewery,Louisville, KY,Pile of Face,0.06,65,American IPA,16
996,Against the Grain Brewery,Louisville, KY,The Brown Note,0.05,20,English Brown Ale,16
997,Against the Grain Brewery,Louisville, KY,Rico Sauvin,0.076,68,American Double / Imperial IPA,16
998,Against the Grain Brewery,Louisville, KY,Coq de la Marche,0.051,38,Saison / Farmhouse Ale,16
999,Against the Grain Brewery,Louisville, KY,Kamen Knuddeln,0.065,NA,American Wild Ale,16
1000,Against The Grain Brewery,Louisville, KY,Citra Ass Down,0.082,68,American IPA,16
1001,Against The Grain Brewery,Louisville, KY,The Brown Note,0.05,20,American Brown Ale,16
1002,West Sixth Brewing,Lexington, KY,Christmas Ale,0.09,NA,Herbed / Spiced Beer,12
1003,West Sixth Brewing,Lexington, KY,West Sixth IPA,NA,NA,American IPA,12
1004,West Sixth Brewing,Lexington, KY,Pay It Forward Cocoa Porter,0.07,NA,American Porter,12
1005,West Sixth Brewing,Lexington, KY,West Sixth Amber Ale,0.055,NA,American Amber / Red Ale,12
1006,Alltech's Lexington Brewing Company,Lexington, KY,Kentucky IPA,0.065,NA,American IPA,16
1007,Alltech's Lexington Brewing Company,Lexington, KY,Kentucky Kölsch,0.043,NA,Kölsch,16
1008,Tin Roof Brewing Company,Baton Rouge, LA,Turnrow Harvest Ale,0.055,NA,American Blonde Ale,12
1009,Tin Roof Brewing Company,Baton Rouge, LA,Tin Roof Watermelon Wheat,0.05,21,Fruit / Vegetable Beer,12
1010,Tin Roof Brewing Company,Baton Rouge, LA,Parade Ground Coffee Porter,0.07,35,American Porter,12
1011,Tin Roof Brewing Company,Baton Rouge, LA,Juke Joint IPA,0.07,60,American IPA,12
1012,Tin Roof Brewing Company,Baton Rouge, LA,Voodoo Bengal Pale Ale,0.055,37,American Pale Ale (APA),12
1013,Tin Roof Brewing Company,Baton Rouge, LA,Tin Roof Blonde Ale,0.045,18,American Blonde Ale,12
1014,Tin Roof Brewing Company,Baton Rouge, LA,Perfect Tin Amber,0.045,28,American Amber / Red Ale,12
1015,New Orleans Lager & Ale Brewing ...,New Orleans, LA,Rebirth Pale Ale,0.05,NA,American Pale Ale (APA),12
1016,New Orleans Lager & Ale Brewing ...,New Orleans, LA,Hopitoulas IPA,0.065,NA,American IPA,16
1017,New Orleans Lager & Ale Brewing ...,New Orleans, LA,NOLA Blonde Ale,0.049,NA,American Blonde Ale,12
1018,New Orleans Lager & Ale Brewing ...,New Orleans, LA,NOLA Brown Ale,0.039,NA,English Dark Mild Ale,12
1019,New Orleans Lager & Ale Brewing ...,New Orleans, LA,MechaHopzilla,0.088,NA,American Double / Imperial IPA,16
1020,New Orleans Lager & Ale Brewing ...,New Orleans, LA,Irish Channel Stout,0.068,NA,American Stout,16
1021,Great Raft Brewing Company,Shreveport, LA,Commotion APA,0.052,49,American Pale Ale (APA),12
1022,Great Raft Brewing Company,Shreveport, LA,Southern Drawl Pale Lager,0.052,NA,American Pale Lager,12
1023,Abita Brewing Company,Abita Springs, LA,Abita Amber,0.045,17,American Amber / Red Lager,12
1024,Abita Brewing Company,Abita Springs, LA,Jockamo IPA,0.065,52,American IPA,12
1025,Abita Brewing Company,Abita Springs, LA,Purple Haze,0.042,13,Fruit / Vegetable Beer,12
1026,Covington Brewhouse,Covington, LA,Heiner Brau Kölsch,0.05,NA,Kölsch,12
1027,Jack's Abby Craft Lagers,Framingham, MA,Excess IPL,0.072,80,American India Pale Lager,16
1028,Jack's Abby Craft Lagers,Framingham, MA,Leisure Time,0.048,15,American Pale Lager,12
1029,Jack's Abby Craft Lagers,Framingham, MA,Hoponius Union,0.067,65,American India Pale Lager,12
1030,Jack's Abby Craft Lagers,Framingham, MA,Calyptra,0.049,45,American India Pale Lager,12
1031,Jack's Abby Craft Lagers,Framingham, MA,House Lager,0.052,18,Keller Bier / Zwickel Bier,16
1032,Blackrocks Brewery,Marquette, MA,Flying Sailor,0.073,NA,Rye Beer,12
1033,Beer Works Brewery,Lowell, MA,Fenway American Pale Ale,0.058,45,American Pale Ale (APA),12
1034,Beer Works Brewery,Lowell, MA,Bunker Hill Blueberry Ale ,0.048,16,Other,12
1035,Beer Works Brewery,Lowell, MA,Back Bay IPA,0.068,85,American IPA,12
1036,Beer Works Brewery,Lowell, MA,Watermelon Ale,0.05,10,Fruit / Vegetable Beer,12
1037,Ipswich Ale Brewery,Ipswich, MA,Summer Ale,0.049,NA,American Blonde Ale,12
1038,Cisco Brewers,Nantucket, MA,Pumple Drumkin,0.06,NA,Pumpkin Ale,12
1039,Cisco Brewers,Nantucket, MA,Indie Pale Ale,0.065,NA,American IPA,12
1040,Cisco Brewers,Nantucket, MA,Summer of Lager,0.062,NA,Munich Helles Lager,12
1041,Cisco Brewers,Nantucket, MA,Grey Lady,0.045,NA,Witbier,12
1042,Cisco Brewers,Nantucket, MA,Shark Tracker Light lager,0.048,NA,Light Lager,12
1043,Cisco Brewers,Nantucket, MA,Sankaty Light Lager,0.038,NA,Light Lager,12
1044,Cisco Brewers,Nantucket, MA,Whale's Tale Pale Ale,0.056,NA,English Pale Ale,12
1045,Cambridge Brewing Company,Cambridge, MA,Remain in Light,0.05,NA,American Pilsner,12
1046,Cambridge Brewing Company,Cambridge, MA,Flower Child (2014),0.065,NA,American IPA,12
1047,Cape Ann Brewing Company,Gloucester, MA,Fisherman's IPA,0.055,64,American IPA,12
1048,Cape Ann Brewing Company,Gloucester, MA,Dead-Eye DIPA,0.09,130,American Double / Imperial IPA,16
1049,Cape Ann Brewing Company,Gloucester, MA,Fisherman's Pils,0.054,35,German Pilsener,12
1050,Cape Ann Brewing Company,Gloucester, MA,Fisherman's Brew,0.055,30,American Amber / Red Ale,12
1051,Cape Ann Brewing Company,Gloucester, MA,Imperial Pumpkin Stout,0.099,43,Pumpkin Ale,16
1052,Harpoon Brewery,Boston, MA,Honey Cider,0.048,NA,Cider,12
1053,Harpoon Brewery,Boston, MA,UFO Pumpkin,0.059,20,Pumpkin Ale,12
1054,Harpoon Brewery,Boston, MA,Harpoon Summer Beer,0.05,28,Kölsch,12
1055,Harpoon Brewery,Boston, MA,Harpoon IPA (2012),0.059,42,American IPA,12
1056,Harpoon Brewery,Boston, MA,Harpoon IPA,0.059,42,American IPA,12
1057,Harpoon Brewery,Boston, MA,Harpoon Summer Beer (2010),0.05,28,Kölsch,12
1058,Harpoon Brewery,Boston, MA,UFO Gingerland,0.052,15,Herbed / Spiced Beer,12
1059,Harpoon Brewery,Boston, MA,Harpoon Octoberfest,0.055,30,Märzen / Oktoberfest,12
1060,Harpoon Brewery,Boston, MA,The Long Thaw White IPA,0.062,45,American White IPA,12
1061,Harpoon Brewery,Boston, MA,Harpoon IPA (2010),0.059,42,American IPA,12
1062,Harpoon Brewery,Boston, MA,UFO White,0.048,10,American Pale Wheat Ale,12
1063,Harpoon Brewery,Boston, MA,Harpoon Summer Beer (2012),0.05,28,Kölsch,12
1064,Cape Cod Beer,Hyannis, MA,Cape Cod Red,0.055,35,American Amber / Red Ale,16
1065,Cape Cod Beer,Hyannis, MA,Beach Blonde,0.049,10,American Blonde Ale,16
1066,Notch Brewing Company,Ipswich, MA,Left of the Dial IPA,0.043,NA,American IPA,12
1067,Notch Brewing Company,Ipswich, MA,Notch Session Pils,0.04,NA,Czech Pilsener,12
1068,Berkshire Brewing Company,South Deerfield, MA,Steel Rail Extra Pale Ale,0.053,20,American Pale Ale (APA),12
1069,Berkshire Brewing Company,South Deerfield, MA,Lost Sailor IPA,0.055,40,English India Pale Ale (IPA),12
1070,Northampton Brewery,Northamtpon, MA,Blue Boots IPA,0.069,NA,American IPA,16
1071,Wachusett Brewing Company,Westminster, MA,Wachusett Light IPA (2013),0.04,37,American IPA,12
1072,Wachusett Brewing Company,Westminster, MA,Wachusett Blueberry Ale,0.045,10,Fruit / Vegetable Beer,12
1073,Wachusett Brewing Company,Westminster, MA,Green Monsta IPA,0.06,55,American IPA,12
1074,Wachusett Brewing Company,Westminster, MA,Wachusett IPA,0.056,50,American IPA,12
1075,Wachusett Brewing Company,Westminster, MA,Larry Imperial IPA,0.085,85,American Double / Imperial IPA,12
1076,Wachusett Brewing Company,Westminster, MA,Pumpkan,0.052,20,Pumpkin Ale,12
1077,Wachusett Brewing Company,Westminster, MA,Strawberry White,0.047,NA,Witbier,12
1078,Wachusett Brewing Company,Westminster, MA,Wachusett Summer,0.047,NA,American Pale Wheat Ale,12
1079,Wachusett Brewing Company,Westminster, MA,Wachusett Light IPA,0.04,37,American IPA,12
1080,Wachusett Brewing Company,Westminster, MA,Country Pale Ale,0.051,17,English Pale Ale,12
1081,Wachusett Brewing Company,Westminster, MA,Green Monsta IPA,0.06,55,American IPA,12
